ticker,gics_sector,start_date,end_date
NVR,Consumer Discretionary,2000-01-01,
PHM,Consumer Discretionary,2000-01-01,
DRI,Consumer Discretionary,2000-01-01,
EXPE,Consumer Discretionary,2000-01-01,
ULTA,Consumer Discretionary,2000-01-01,
TSCO,Consumer Discretionary,2000-01-01,
BBY,Consumer Discretionary,2000-01-01,
POOL,Consumer Discretionary,2000-01-01,
DECK,Consumer Discretionary,2000-01-01,
LVS,Consumer Discretionary,2000-01-01,
KMX,Consumer Discretionary,2000-01-01,
TPR,Consumer Discretionary,2000-01-01,
CZR,Consumer Discretionary,2000-01-01,
RL,Consumer Discretionary,2000-01-01,
DPZ,Consumer Discretionary,2000-01-01,
WYNN,Consumer Discretionary,2000-01-01,
MGM,Consumer Discretionary,2000-01-01,
HAS,Consumer Discretionary,2000-01-01,
BWA,Consumer Discretionary,2000-01-01,
MHK,Consumer Discretionary,2000-01-01,
APTV,Consumer Discretionary,2000-01-01,
LKQ,Consumer Discretionary,2000-01-01,
ETSY,Consumer Discretionary,2000-01-01,
GPC,Consumer Discretionary,2000-01-01,
WSM,Consumer Discretionary,2000-01-01,
GOOGL,Communication Services,2000-01-01,
META,Communication Services,2000-01-01,
NFLX,Communication Services,2000-01-01,
TMUS,Communication Services,2000-01-01,
DIS,Communication Services,2000-01-01,
CMCSA,Communication Services,2000-01-01,
T,Communication Services,2000-01-01,
VZ,Communication Services,2000-01-01,
CHTR,Communication Services,2000-01-01,
EA,Communication Services,2000-01-01,
TTWO,Communication Services,2000-01-01,
OMC,Communication Services,2000-01-01,
WBD,Communication Services,2000-01-01,
LYV,Communication Services,2000-01-01,
IPG,Communication Services,2000-01-01,
FOXA,Communication Services,2000-01-01,
FOX,Communication Services,2000-01-01,
MTCH,Communication Services,2000-01-01,
NWSA,Communication Services,2000-01-01,
NWS,Communication Services,2000-01-01,
PARA,Communication Services,2000-01-01,
DASH,Communication Services,2000-01-01,
GE,Industrials,2000-01-01,
CAT,Industrials,2000-01-01,
RTX,Industrials,2000-01-01,
UNP,Industrials,2000-01-01,
HON,Industrials,2000-01-01,
ETN,Industrials,2000-01-01,
UBER,Industrials,2000-01-01,
ADP,Industrials,2000-01-01,
BA,Industrials,2000-01-01,
LMT,Industrials,2000-01-01,
DE,Industrials,2000-01-01,
UPS,Industrials,2000-01-01,
PH,Industrials,2000-01-01,
TT,Industrials,2000-01-01,
WM,Industrials,2000-01-01,
GD,Industrials,2000-01-01,
TDG,Industrials,2000-01-01,
ITW,Industrials,2000-01-01,
MMM,Industrials,2000-01-01,
CTAS,Industrials,2000-01-01,
NOC,Industrials,2000-01-01,
FDX,Industrials,2000-01-01,
EMR,Industrials,2000-01-01,
CSX,Industrials,2000-01-01,
URI,Industrials,2000-01-01,
NSC,Industrials,2000-01-01,
GEV,Industrials,2000-01-01,
PCAR,Industrials,2000-01-01,
JCI,Industrials,2000-01-01,
CPRT,Industrials,2000-01-01,
GWW,Industrials,2000-01-01,
LHX,Industrials,2000-01-01,
CMI,Industrials,2000-01-01,
FAST,Industrials,2000-01-01,
PWR,Industrials,2000-01-01,
AME,Industrials,2000-01-01,
OTIS,Industrials,2000-01-01,
DAL,Industrials,2000-01-01,
RSG,Industrials,2000-01-01,
VRSK,Industrials,2000-01-01,
IR,Industrials,2000-01-01,
ODFL,Industrials,2000-01-01,
EFX,Industrials,2000-01-01,
WAB,Industrials,2000-01-01,
HWM,Industrials,2000-01-01,
XYL,Industrials,2000-01-01,
DOV,Industrials,2000-01-01,
VLTO,Industrials,2000-01-01,
BR,Industrials,2000-01-01,
FTV,Industrials,2000-01-01,
LDOS,Industrials,2000-01-01,
UAL,Industrials,2000-01-01,
EXPD,Industrials,2000-01-01,
HUBB,Industrials,2000-01-01,
J,Industrials,2000-01-01,
LUV,Industrials,2000-01-01,
CHRW,Industrials,2000-01-01,
TXT,Industrials,2000-01-01,
SNA,Industrials,2000-01-01,
JBHT,Industrials,2000-01-01,
SWK,Industrials,2000-01-01,
NDSN,Industrials,2000-01-01,
MAS,Industrials,2000-01-01,
ROK,Industrials,2000-01-01,
ALLE,Industrials,2000-01-01,
AOS,Industrials,2000-01-01,
PNR,Industrials,2000-01-01,
IEX,Industrials,2000-01-01,
CARR,Industrials,2000-01-01,
ROL,Industrials,2000-01-01,
PAYX,Industrials,2000-01-01,
AXON,Industrials,2000-01-01,
HII,Industrials,2000-01-01,
DAY,Industrials,2000-01-01,
GNRC,Industrials,2000-01-01,
PAYC,Industrials,2000-01-01,
BLDR,Industrials,2000-01-01,
WMT,Consumer Staples,2000-01-01,
PG,Consumer Staples,2000-01-01,
COST,Consumer Staples,2000-01-01,
KO,Consumer Staples,2000-01-01,
PEP,Consumer Staples,2000-01-01,
PM,Consumer Staples,2000-01-01,
MDLZ,Consumer Staples,2000-01-01,
MO,Consumer Staples,2000-01-01,
CL,Consumer Staples,2000-01-01,
TGT,Consumer Staples,2000-01-01,
KMB,Consumer Staples,2000-01-01,
STZ,Consumer Staples,2000-01-01,
GIS,Consumer Staples,2000-01-01,
SYY,Consumer Staples,2000-01-01,
KDP,Consumer Staples,2000-01-01,
KHC,Consumer Staples,2000-01-01,
ADM,Consumer Staples,2000-01-01,
HSY,Consumer Staples,2000-01-01,
MKC,Consumer Staples,2000-01-01,
CHD,Consumer Staples,2000-01-01,
K,Consumer Staples,2000-01-01,
DG,Consumer Staples,2000-01-01,
DLTR,Consumer Staples,2000-01-01,
CLX,Consumer Staples,2000-01-01,
TSN,Consumer Staples,2000-01-01,
CAG,Consumer Staples,2000-01-01,
BF.B,Consumer Staples,2000-01-01,
LW,Consumer Staples,2000-01-01,
SJM,Consumer Staples,2000-01-01,
TAP,Consumer Staples,2000-01-01,
HRL,Consumer Staples,2000-01-01,
CPB,Consumer Staples,2000-01-01,
EL,Consumer Staples,2000-01-01,
MNST,Consumer Staples,2000-01-01,
KVUE,Consumer Staples,2000-01-01,
BG,Consumer Staples,2000-01-01,
WBA,Consumer Staples,2000-01-01,
KR,Consumer Staples,2000-01-01,
XOM,Energy,2000-01-01,
CVX,Energy,2000-01-01,
COP,Energy,2000-01-01,
WMB,Energy,2000-01-01,
EOG,Energy,2000-01-01,
OKE,Energy,2000-01-01,
SLB,Energy,2000-01-01,
PSX,Energy,2000-01-01,
MPC,Energy,2000-01-01,
KMI,Energy,2000-01-01,
VLO,Energy,2000-01-01,
HES,Energy,2000-01-01,
OXY,Energy,2000-01-01,
FANG,Energy,2000-01-01,
BKR,Energy,2000-01-01,
TRGP,Energy,2000-01-01,
DVN,Energy,2000-01-01,
HAL,Energy,2000-01-01,
CTRA,Energy,2000-01-01,
EQT,Energy,2000-01-01,
MRO,Energy,2000-01-01,
APA,Energy,2000-01-01,
NEE,Utilities,2000-01-01,
SO,Utilities,2000-01-01,
DUK,Utilities,2000-01-01,
CEG,Utilities,2000-01-01,
SRE,Utilities,2000-01-01,
AEP,Utilities,2000-01-01,
D,Utilities,2000-01-01,
PCG,Utilities,2000-01-01,
EXC,Utilities,2000-01-01,
XEL,Utilities,2000-01-01,
ED,Utilities,2000-01-01,
PEG,Utilities,2000-01-01,
WEC,Utilities,2000-01-01,
AWK,Utilities,2000-01-01,
DTE,Utilities,2000-01-01,
ETR,Utilities,2000-01-01,
ES,Utilities,2000-01-01,
PPL,Utilities,2000-01-01,
FE,Utilities,2000-01-01,
AEE,Utilities,2000-01-01,
CMS,Utilities,2000-01-01,
CNP,Utilities,2000-01-01,
ATO,Utilities,2000-01-01,
NI,Utilities,2000-01-01,
LNT,Utilities,2000-01-01,
EVRG,Utilities,2000-01-01,
NRG,Utilities,2000-01-01,
PNW,Utilities,2000-01-01,
AES,Utilities,2000-01-01,
VST,Utilities,2000-01-01,
EIX,Utilities,2000-01-01,
PLD,Real Estate,2000-01-01,
AMT,Real Estate,2000-01-01,
EQIX,Real Estate,2000-01-01,
WELL,Real Estate,2000-01-01,
SPG,Real Estate,2000-01-01,
PSA,Real Estate,2000-01-01,
O,Real Estate,2000-01-01,
DLR,Real Estate,2000-01-01,
CCI,Real Estate,2000-01-01,
EXR,Real Estate,2000-01-01,
VICI,Real Estate,2000-01-01,
AVB,Real Estate,2000-01-01,
CBRE,Real Estate,2000-01-01,
IRM,Real Estate,2000-01-01,
CSGP,Real Estate,2000-01-01,
VTR,Real Estate,2000-01-01,
SBAC,Real Estate,2000-01-01,
WY,Real Estate,2000-01-01,
INVH,Real Estate,2000-01-01,
ARE,Real Estate,2000-01-01,
EQR,Real Estate,2000-01-01,
ESS,Real Estate,2000-01-01,
MAA,Real Estate,2000-01-01,
KIM,Real Estate,2000-01-01,
DOC,Real Estate,2000-01-01,
UDR,Real Estate,2000-01-01,
HST,Real Estate,2000-01-01,
CPT,Real Estate,2000-01-01,
REG,Real Estate,2000-01-01,
BXP,Real Estate,2000-01-01,
FRT,Real Estate,2000-01-01,
LIN,Materials,2000-01-01,
SHW,Materials,2000-01-01,
APD,Materials,2000-01-01,
ECL,Materials,2000-01-01,
FCX,Materials,2000-01-01,
NEM,Materials,2000-01-01,
CTVA,Materials,2000-01-01,
DOW,Materials,2000-01-01,
DD,Materials,2000-01-01,
PPG,Materials,2000-01-01,
NUE,Materials,2000-01-01,
VMC,Materials,2000-01-01,
MLM,Materials,2000-01-01,
IP,Materials,2000-01-01,
SW,Materials,2000-01-01,
LYB,Materials,2000-01-01,
IFF,Materials,2000-01-01,
PKG,Materials,2000-01-01,
STLD,Materials,2000-01-01,
AMCR,Materials,2000-01-01,
BALL,Materials,2000-01-01,
AVY,Materials,2000-01-01,
CF,Materials,2000-01-01,
ALB,Materials,2000-01-01,
MOS,Materials,2000-01-01,
EMN,Materials,2000-01-01,
FMC,Materials,2000-01-01,
